Date,Agent Name,District,Area,Province,NLB Sales Ticket,DLB Sales Ticket,Total Sales Ticket,NLB LKR,DLB LKR,Total LKR
5/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3728,6849,10577,149120,273960,423080
5/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2386,2977,5363,95440,119080,214520
5/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1271,306,1577,50840,12240,63080
5/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7632,9718,17350,305280,388720,694000
5/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,638,5721,6359,25520,228840,254360
5/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,307,7987,8294,12280,319480,331760
5/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9238,5378,14616,369520,215120,584640
5/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5172,7980,13152,206880,319200,526080
5/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7916,6327,14243,316640,253080,569720
5/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8149,7866,16015,325960,314640,640600
5/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8081,9128,17209,323240,365120,688360
5/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3276,9839,13115,131040,393560,524600
5/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,558,1379,1937,22320,55160,77480
5/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5999,1991,7990,239960,79640,319600
5/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5126,9627,14753,205040,385080,590120
5/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2135,204,2339,85400,8160,93560
5/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1904,9851,11755,76160,394040,470200
5/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,774,9401,10175,30960,376040,407000
5/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2461,3323,5784,98440,132920,231360
5/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3319,1363,4682,132760,54520,187280
5/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7895,1255,9150,315800,50200,366000
5/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2582,880,3462,103280,35200,138480
5/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1482,680,2162,59280,27200,86480
5/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4789,3227,8016,191560,129080,320640
5/31/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8952,8175,17127,358080,327000,685080
6/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7553,248,7801,302120,9920,312040
6/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4296,4972,9268,171840,198880,370720
6/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7972,6807,14779,318880,272280,591160
6/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6955,9840,16795,278200,393600,671800
6/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6671,971,7642,266840,38840,305680
6/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1142,8062,9204,45680,322480,368160
6/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7775,8378,16153,311000,335120,646120
6/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2459,5465,7924,98360,218600,316960
6/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5548,2791,8339,221920,111640,333560
6/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9426,3880,13306,377040,155200,532240
6/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6745,6435,13180,269800,257400,527200
6/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5781,3956,9737,231240,158240,389480
6/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4144,6312,10456,165760,252480,418240
6/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9256,1341,10597,370240,53640,423880
6/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4245,430,4675,169800,17200,187000
6/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1888,9054,10942,75520,362160,437680
6/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8646,588,9234,345840,23520,369360
6/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3762,4575,8337,150480,183000,333480
6/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3816,5851,9667,152640,234040,386680
6/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3584,4577,8161,143360,183080,326440
6/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8799,9938,18737,351960,397520,749480
6/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9868,7659,17527,394720,306360,701080
6/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,625,5357,5982,25000,214280,239280
6/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7997,4267,12264,319880,170680,490560
6/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,156,2841,2997,6240,113640,119880
6/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8567,4058,12625,342680,162320,505000
6/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7863,8931,16794,314520,357240,671760
6/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5059,9484,14543,202360,379360,581720
6/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3828,4095,7923,153120,163800,316920
6/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2543,1618,4161,101720,64720,166440
7/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9650,2234,11884,386000,89360,475360
7/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3979,1337,5316,159160,53480,212640
7/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2390,7165,9555,95600,286600,382200
7/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2806,9438,12244,112240,377520,489760
7/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1811,30,1841,72440,1200,73640
7/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1690,9835,11525,67600,393400,461000
7/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9126,5546,14672,365040,221840,586880
7/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1042,5338,6380,41680,213520,255200
7/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1775,1608,3383,71000,64320,135320
7/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2249,3240,5489,89960,129600,219560
7/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2695,3209,5904,107800,128360,236160
7/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2897,58,2955,115880,2320,118200
7/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4192,8324,12516,167680,332960,500640
7/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4468,7861,12329,178720,314440,493160
7/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9465,8595,18060,378600,343800,722400
7/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2824,3875,6699,112960,155000,267960
7/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9073,7895,16968,362920,315800,678720
7/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5166,891,6057,206640,35640,242280
7/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1717,4846,6563,68680,193840,262520
7/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9907,6996,16903,396280,279840,676120
7/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6900,9538,16438,276000,381520,657520
7/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9823,3035,12858,392920,121400,514320
7/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5201,4412,9613,208040,176480,384520
7/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1040,1380,2420,41600,55200,96800
7/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2890,5349,8239,115600,213960,329560
7/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3931,5410,9341,157240,216400,373640
7/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1066,4814,5880,42640,192560,235200
7/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6987,4990,11977,279480,199600,479080
7/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8788,4039,12827,351520,161560,513080
7/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7729,6566,14295,309160,262640,571800
7/31/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7379,4646,12025,295160,185840,481000
8/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1588,9122,10710,63520,364880,428400
8/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9242,8353,17595,369680,334120,703800
8/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5247,1330,6577,209880,53200,263080
8/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2949,8816,11765,117960,352640,470600
8/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1583,8502,10085,63320,340080,403400
8/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1280,9925,11205,51200,397000,448200
8/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2012,4007,6019,80480,160280,240760
8/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4989,8101,13090,199560,324040,523600
8/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8421,6549,14970,336840,261960,598800
8/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,887,2388,3275,35480,95520,131000
8/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9594,4885,14479,383760,195400,579160
8/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1732,6844,8576,69280,273760,343040
8/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9659,3390,13049,386360,135600,521960
8/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4148,1069,5217,165920,42760,208680
8/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8302,1451,9753,332080,58040,390120
8/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5301,7716,13017,212040,308640,520680
8/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5728,4576,10304,229120,183040,412160
8/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9648,6197,15845,385920,247880,633800
8/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4677,3542,8219,187080,141680,328760
8/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4951,3605,8556,198040,144200,342240
8/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5705,991,6696,228200,39640,267840
8/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8305,5290,13595,332200,211600,543800
8/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4099,9752,13851,163960,390080,554040
8/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7030,9269,16299,281200,370760,651960
8/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6167,8750,14917,246680,350000,596680
8/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6913,9580,16493,276520,383200,659720
8/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2471,9412,11883,98840,376480,475320
8/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6949,8450,15399,277960,338000,615960
8/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3501,3343,6844,140040,133720,273760
8/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2141,5062,7203,85640,202480,288120
8/31/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9671,4839,14510,386840,193560,580400
9/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8762,2613,11375,350480,104520,455000
9/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1496,538,2034,59840,21520,81360
9/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3680,2033,5713,147200,81320,228520
9/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,350,5258,5608,14000,210320,224320
9/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1900,6933,8833,76000,277320,353320
9/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5437,9098,14535,217480,363920,581400
9/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6576,8455,15031,263040,338200,601240
9/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5506,7661,13167,220240,306440,526680
9/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3593,5024,8617,143720,200960,344680
9/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5944,6749,12693,237760,269960,507720
9/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8527,6184,14711,341080,247360,588440
9/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1531,9912,11443,61240,396480,457720
9/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1720,2479,4199,68800,99160,167960
9/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,918,8625,9543,36720,345000,381720
9/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8065,1707,9772,322600,68280,390880
9/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8799,9203,18002,351960,368120,720080
9/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5225,6341,11566,209000,253640,462640
9/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6084,2060,8144,243360,82400,325760
9/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7145,571,7716,285800,22840,308640
9/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5412,6334,11746,216480,253360,469840
9/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8742,2982,11724,349680,119280,468960
9/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8457,9266,17723,338280,370640,708920
9/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2736,5935,8671,109440,237400,346840
9/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8897,1918,10815,355880,76720,432600
9/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1116,6793,7909,44640,271720,316360
9/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9226,4038,13264,369040,161520,530560
9/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8484,2173,10657,339360,86920,426280
9/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5282,6229,11511,211280,249160,460440
9/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7837,5316,13153,313480,212640,526120
9/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3877,5281,9158,155080,211240,366320
10/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3517,5971,9488,140680,238840,379520
10/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9021,8980,18001,360840,359200,720040
10/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8918,3852,12770,356720,154080,510800
10/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8811,4627,13438,352440,185080,537520
10/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3112,8024,11136,124480,320960,445440
10/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2539,1692,4231,101560,67680,169240
10/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8073,800,8873,322920,32000,354920
10/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3283,2144,5427,131320,85760,217080
10/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1641,2366,4007,65640,94640,160280
10/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7363,2450,9813,294520,98000,392520
10/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9031,9659,18690,361240,386360,747600
10/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9975,2477,12452,399000,99080,498080
10/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5696,5189,10885,227840,207560,435400
10/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2863,2316,5179,114520,92640,207160
10/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,183,7779,7962,7320,311160,318480
10/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9279,5592,14871,371160,223680,594840
10/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3898,8258,12156,155920,330320,486240
10/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9797,442,10239,391880,17680,409560
10/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4302,9313,13615,172080,372520,544600
10/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5079,2790,7869,203160,111600,314760
10/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6649,6267,12916,265960,250680,516640
10/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1506,8255,9761,60240,330200,390440
10/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6299,7634,13933,251960,305360,557320
10/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5283,4231,9514,211320,169240,380560
10/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8030,7511,15541,321200,300440,621640
10/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9295,1408,10703,371800,56320,428120
10/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1754,5627,7381,70160,225080,295240
10/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8223,7449,15672,328920,297960,626880
10/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8838,2487,11325,353520,99480,453000
10/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4605,9091,13696,184200,363640,547840
10/31/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8765,9011,17776,350600,360440,711040
11/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1769,1175,2944,70760,47000,117760
11/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9661,7748,17409,386440,309920,696360
11/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6828,9532,16360,273120,381280,654400
11/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3398,8910,12308,135920,356400,492320
11/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5569,6897,12466,222760,275880,498640
11/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8451,5147,13598,338040,205880,543920
11/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3824,6512,10336,152960,260480,413440
11/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1508,5043,6551,60320,201720,262040
11/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,5885,1139,7024,235400,45560,280960
11/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4353,3471,7824,174120,138840,312960
11/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8800,6065,14865,352000,242600,594600
11/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4723,7613,12336,188920,304520,493440
11/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7332,7818,15150,293280,312720,606000
11/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9363,4759,14122,374520,190360,564880
11/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8388,1337,9725,335520,53480,389000
11/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,4302,2188,6490,172080,87520,259600
11/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7306,7938,15244,292240,317520,609760
11/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1159,6677,7836,46360,267080,313440
11/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1138,2398,3536,45520,95920,141440
11/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6479,34,6513,259160,1360,260520
11/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,9114,3843,12957,364560,153720,518280
11/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8830,819,9649,353200,32760,385960
11/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,931,2316,3247,37240,92640,129880
11/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1654,3127,4781,66160,125080,191240
11/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2167,3763,5930,86680,150520,237200
11/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2233,1701,3934,89320,68040,157360
11/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6127,1897,8024,245080,75880,320960
11/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3384,4172,7556,135360,166880,302240
11/29/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1570,3672,5242,62800,146880,209680
11/30/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6025,6320,12345,241000,252800,493800
12/1/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,770,9412,10182,30800,376480,407280
12/2/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6973,6776,13749,278920,271040,549960
12/3/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8265,6548,14813,330600,261920,592520
12/4/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,8513,4764,13277,340520,190560,531080
12/5/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6839,7541,14380,273560,301640,575200
12/6/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,328,9224,9552,13120,368960,382080
12/7/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7173,5852,13025,286920,234080,521000
12/8/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,661,860,1521,26440,34400,60840
12/9/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6046,4263,10309,241840,170520,412360
12/10/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7067,6857,13924,282680,274280,556960
12/11/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1449,1060,2509,57960,42400,100360
12/12/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,2799,1906,4705,111960,76240,188200
12/13/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6752,8322,15074,270080,332880,602960
12/14/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7451,9930,17381,298040,397200,695240
12/15/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3596,8400,11996,143840,336000,479840
12/16/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1738,9354,11092,69520,374160,443680
12/17/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,6408,3918,10326,256320,156720,413040
12/18/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3229,1432,4661,129160,57280,186440
12/19/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1498,5069,6567,59920,202760,262680
12/20/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3526,8663,12189,141040,346520,487560
12/21/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,1408,222,1630,56320,8880,65200
12/22/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3466,9756,13222,138640,390240,528880
12/23/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7713,9425,17138,308520,377000,685520
12/24/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3580,8738,12318,143200,349520,492720
12/25/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3857,8890,12747,154280,355600,509880
12/26/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7201,1129,8330,288040,45160,333200
12/27/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,3344,819,4163,133760,32760,166520
12/28/2024,Nimali Hettiarachchi,Mannar,Adampan,Northern,7173,9182,16355,286920,367280,654200
